Size,Traditional,Divide & Conquer, Strassen
128x128,1611670,225766290,96104395
256x256,14181330,1797458255,673681830
2x2,165,515,150
4x4,270,6365,4625
8x8,800,53710,38095
16x16,4050,437445,275485
32x32,26950,3518395,1943820
64x64,204305,28145415,13832685
128x128,1613450,225612745,96083425
256x256,14162905,1797445245,673937000
2x2,165,520,155
4x4,305,6355,4585
8x8,805,53960,37690
16x16,4135,438715,274980
32x32,27080,3508515,1941205
64x64,204685,28210665,13646125
128x128,1608515,225723935,96086275
256x256,14172930,1797315880,673870210
2x2,155,520,140
4x4,305,6300,4585
8x8,795,54120,37685
16x16,3990,438260,274285
32x32,26900,3534470,1939735
64x64,205010,28105880,13690765
128x128,1602575,225551510,96026555
256x256,14174210,1797254135,673286150
2x2,150,515,140
4x4,305,6280,4590
8x8,1015,53815,38085
16x16,4035,437030,273550
32x32,27145,3502900,1940365
64x64,203995,28249020,13632815
128x128,1621860,225723575,96015020
256x256,14085765,1797409735,673680240
2x2,165,515,145
4x4,275,6375,4640
8x8,835,54335,37895
16x16,4030,459625,275540
32x32,27680,3492255,1940425
64x64,203780,28160965,13663980
128x128,1602380,225601580,96030510
256x256,14057095,1797424490,675685315
2x2,160,520,140
4x4,275,6345,4795
8x8,785,53820,38405
16x16,4025,434720,274330
32x32,27785,3508640,1960675
64x64,203525,28163435,13658715
128x128,1605065,225606865,95955895
256x256,14231275,1798877575,673923670
2x2,155,515,155
4x4,215,6355,4795
8x8,790,54050,37270
16x16,4020,437400,274570
32x32,26955,3518075,1941390
64x64,216630,28130625,13651795
128x128,1610890,225759150,96031190
256x256,14116850,1797421200,673895145
2x2,170,635,140
4x4,400,6305,4990
8x8,800,53565,37560
16x16,4030,435590,274680
32x32,26995,3529020,1943820
64x64,204515,28244375,13635065
128x128,1608335,225669710,96061960
256x256,14152360,1797357295,673330495
2x2,170,515,140
4x4,220,6330,4650
8x8,805,53880,38240
16x16,4015,433410,274215
32x32,28700,3518280,1959820
64x64,204145,28142350,13691490
128x128,1611430,225863965,96142795
256x256,14115185,1802471445,674583550
2x2,140,505,135
4x4,305,6320,4760
8x8,795,54280,37780
16x16,4025,438480,272955
32x32,27240,3514295,1944035
64x64,204300,28241100,13651895
128x128,1606970,226015700,96088900
256x256,14219325,1798867340,674115970
2x2,155,515,145
4x4,255,6295,4600
8x8,785,53990,38385
16x16,4015,436735,275740
32x32,27190,3532145,1942245
64x64,203285,28218640,13659525
128x128,1609405,225605475,96383525
256x256,14073980,1798903760,673492310
2x2,165,515,135
4x4,305,6595,4630
8x8,795,54285,38125
16x16,4045,440475,275545
32x32,27545,3507430,1933640
64x64,204375,28193555,13738445
128x128,1604825,225398585,96052700
256x256,14298665,1796956045,673768655
2x2,165,520,145
4x4,270,6380,4590
8x8,805,54200,37735
16x16,4020,438215,274525
32x32,26950,3517260,1939290
64x64,203445,28192975,13642020
128x128,1613075,225764765,96159640
256x256,14403855,1797447385,673783615
2x2,145,515,140
4x4,305,6585,4590
8x8,800,54065,37915
16x16,4005,439410,274235
32x32,27110,3528845,1940835
64x64,204480,28191650,13666050
128x128,1603345,225563800,96041705
256x256,14225135,1797245565,674039350
2x2,180,515,135
4x4,245,6450,4605
8x8,785,54320,37980
16x16,4010,436785,274280
32x32,27180,3516160,1948410
64x64,203730,28219455,13645045
128x128,1621425,225821735,96225420
256x256,14278055,1797822020,674062740
2x2,145,515,150
4x4,305,6555,4570
8x8,790,53920,37880
16x16,4015,436645,294910
32x32,27090,3512930,1939140
64x64,204130,28181945,13674700
128x128,1614240,225868920,96139480
256x256,14187665,1797288750,674567965
2x2,165,510,145
4x4,255,6355,4600
8x8,790,53850,37700
16x16,4030,437325,273855
32x32,27100,3507920,1971585
64x64,204695,28174055,13702195
128x128,1607445,225757790,96200080
256x256,14087835,1797494570,673778665
2x2,175,520,140
4x4,305,6530,4600
8x8,785,54380,37840
16x16,3995,437070,273740
32x32,27290,3526090,1942815
64x64,204655,28176615,13661675
128x128,1620215,225525475,96139740
256x256,14240410,1797268080,673628035
2x2,165,515,145
4x4,260,6385,4590
8x8,785,53995,37805
16x16,4020,437700,273895
32x32,27085,3536810,1936480
64x64,203985,28226125,13690615
128x128,1603975,225582900,96060575
256x256,14088010,1796854995,673941720
2x2,160,515,140
4x4,215,6550,4615
8x8,790,53885,37980
16x16,4010,439220,273975
32x32,27190,3508495,1940715
64x64,205040,28183345,13667520
128x128,1622240,225661025,96283605
256x256,14091620,1797454400,673821115
2x2,165,600,140
4x4,210,6340,4590
8x8,800,54120,37960
16x16,4030,436770,273470
32x32,27100,3494195,1936765
64x64,203965,28104965,13669465
128x128,1621745,225838365,96176560
256x256,14194270,1800573075,674848990
2x2,190,520,135
4x4,275,6240,4580
8x8,785,54130,37845
16x16,3995,433870,274230
32x32,26980,3534945,1986630
64x64,206000,28166055,13668775
128x128,1616725,225723745,96153370
256x256,14330480,1798215500,674319180
2x2,155,520,145
4x4,280,6365,4700
8x8,800,54070,37615
16x16,4185,437455,273530
32x32,27090,3514320,1943810
64x64,205460,28101705,13670860
128x128,1602630,225658305,96040245
256x256,14398880,1797180260,673724430
2x2,155,520,135
4x4,305,6560,4595
8x8,795,54070,38200
16x16,4020,437885,272760
32x32,26865,3513885,1935595
64x64,204205,28177010,13700350
128x128,1608140,225878395,96227695
256x256,14761590,1796546230,673935240
2x2,160,515,135
4x4,210,6340,4590
8x8,790,54240,37785
16x16,4005,438610,273960
32x32,27570,3524970,1937705
64x64,203645,28203735,13696890
128x128,1603395,225620605,96206360
256x256,14842605,1796967765,674086980
2x2,150,525,135
4x4,305,6330,4590
8x8,800,53755,37975
16x16,4020,435795,273845
32x32,27180,3501825,1933825
64x64,204295,28153360,13643990
128x128,1609550,225841690,96080085
256x256,14677315,1797637495,673971525
2x2,205,695,195
4x4,350,6280,4595
8x8,795,54280,37645
16x16,4025,459570,274870
32x32,27135,3513210,1938110
64x64,203390,28175455,13642625
128x128,1648290,225779240,96033480
256x256,14830600,1797162065,674647410
2x2,160,510,140
4x4,290,6280,4595
8x8,800,53665,37910
16x16,4010,438365,272900
32x32,27120,3496110,1960140
64x64,204695,28220675,13650905
128x128,1616295,225659045,96304985
256x256,14680130,1797693230,674505950
2x2,160,525,145
4x4,305,6270,4600
8x8,800,53960,37875
16x16,3995,438650,275110
32x32,26935,3526775,1955570
64x64,205820,28196240,13601455
128x128,1607185,225889320,96118410
256x256,14800940,1797035110,674409220
2x2,165,515,145
4x4,305,6815,4580
8x8,790,53780,38190
16x16,4020,438820,279010
32x32,27090,3540500,1943365
64x64,204445,28205200,13713575
128x128,1611810,225851465,96142720
256x256,14492320,1797587795,674117415
2x2,170,510,140
4x4,235,6330,4600
8x8,795,54760,37440
16x16,4055,436265,273565
32x32,26965,3510370,1936355
64x64,204710,28195095,13656740
128x128,1609495,225503085,96218110
256x256,14898965,1796684895,673714565
2x2,165,515,145
4x4,305,6350,4595
8x8,795,53810,38070
16x16,4035,435970,273585
32x32,26990,3511785,1951390
64x64,203855,28173605,13676345
128x128,1614970,225765370,96098525
256x256,14414365,1797359775,673820065
2x2,140,535,150
4x4,230,6300,4710
8x8,790,53370,37460
16x16,4010,435720,273695
32x32,26940,3547635,1942600
64x64,203670,28113015,13675600
128x128,1607405,225779250,96132240
256x256,14940875,1797478740,673868555
2x2,160,510,140
4x4,305,6590,4610
8x8,790,54010,37835
16x16,4020,438240,275115
32x32,26855,3508945,1935895
64x64,203775,28128080,13705635
128x128,1611745,225617375,96176965
256x256,14630615,1797316940,673701050
2x2,295,630,205
4x4,295,6430,4640
8x8,815,54645,38430
16x16,4055,438845,273865
32x32,27495,3511215,1929330
64x64,203860,28044325,13659485
128x128,1701370,226252180,96221855
256x256,14861395,1797442835,673771140
2x2,170,515,135
4x4,210,6290,4585
8x8,800,53870,38090
16x16,4030,434470,273915
32x32,27070,3558780,1945140
64x64,204115,28168475,13717310
128x128,1633805,225792560,96086680
256x256,14440845,1797699010,674053115
2x2,160,515,140
4x4,235,6355,4590
8x8,920,54015,37590
16x16,4005,437645,275135
32x32,27090,3507645,1951620
64x64,203985,28280280,13685965
128x128,1636890,225933695,96051120
256x256,14569680,1799617405,674150680
2x2,165,510,130
4x4,235,6445,4660
8x8,785,53750,37935
16x16,4135,436520,275295
32x32,26885,3528155,2160490
64x64,204945,28156715,13707185
128x128,1619310,225805375,96230470
256x256,14889745,1798583080,673948345
2x2,180,515,140
4x4,295,6425,4595
8x8,800,53995,37535
16x16,4255,437685,275290
32x32,26960,3526945,1966940
64x64,203765,28238525,13795950
128x128,1632020,225498120,96170230
256x256,14515450,1797837800,674065410
2x2,160,505,135
4x4,265,6320,4590
8x8,810,53800,37865
16x16,4005,434380,272205
32x32,27145,3483580,1938615
64x64,203890,28255215,13719330
128x128,1631785,225664715,96235770
256x256,14817830,1797608635,674255675
2x2,195,520,140
4x4,305,6335,4625
8x8,790,54215,38450
16x16,4015,438195,274730
32x32,27105,3534865,1939015
64x64,203560,28248375,13745625
128x128,1625580,225731645,96066775
256x256,14548820,1797407745,674004640
2x2,170,510,135
4x4,240,6305,4580
8x8,800,63670,37765
16x16,4275,440440,276420
32x32,26970,3518495,1937370
64x64,204005,28145855,13749335
128x128,1620995,225885875,96076225
256x256,14614450,1797288345,674136380
2x2,180,515,140
4x4,205,6355,4720
8x8,795,54230,37600
16x16,4015,437115,277385
32x32,26900,3504885,1955010
64x64,205070,28242395,13781930
128x128,1626315,225524270,96232360
256x256,17577900,1797608980,673881030
2x2,275,800,180
4x4,350,6230,4545
8x8,790,53465,37890
16x16,4005,437025,274315
32x32,28365,3521505,1943295
64x64,204275,28162425,13776540
128x128,1614425,225554585,96158025
256x256,14785150,1797381120,673684810
2x2,165,520,140
4x4,305,6270,4575
8x8,790,54175,38170
16x16,4020,437465,273835
32x32,27240,3519510,1955390
64x64,203870,28197575,13765380
128x128,1607905,225551130,96148545
256x256,14694525,1797362525,673349505
2x2,150,520,155
4x4,290,6405,4630
8x8,795,55350,38065
16x16,4050,441210,294180
32x32,27260,3518200,1939830
64x64,203935,28212895,13796850
128x128,1612050,225421070,96100680
256x256,14639165,1797167270,673297050
2x2,165,525,135
4x4,270,6360,4590
8x8,805,54610,37885
16x16,4020,437955,272205
32x32,27070,3521600,1963935
64x64,203755,28180350,13742120
128x128,1618980,225724930,96079740
256x256,14741835,1797824720,674202405
2x2,160,515,145
4x4,225,6285,4590
8x8,805,53760,38140
16x16,4040,437035,273765
32x32,27070,3517920,1956695
64x64,203720,28286295,13799065
128x128,1632140,225823830,96211365
256x256,14804090,1797778120,673543710
2x2,155,520,145
4x4,250,6320,4595
8x8,790,54020,37525
16x16,4025,435865,273660
32x32,27000,3616575,1937530
64x64,204215,28268710,13665830
128x128,1616285,225326140,96224265
256x256,14614560,1797408335,674142945
2x2,165,520,145
4x4,205,6310,4580
8x8,790,53865,38200
16x16,4030,438435,273590
32x32,26915,3515010,1950630
64x64,203675,28266425,13764775
128x128,1614485,225481105,96083985
256x256,14879890,1797123405,673944465
2x2,160,510,150
4x4,300,6350,4585
8x8,790,54555,37925
16x16,4065,436745,274620
32x32,27245,3519155,1952820
64x64,203715,28348890,13744805
128x128,1605865,225766485,96216020
256x256,14713590,1797025980,673795430
2x2,170,515,145
4x4,305,6355,4730
8x8,790,53785,38035
16x16,4165,438110,274755
32x32,27095,3498470,1958055
64x64,203940,28239780,13735700
128x128,1602980,225780385,96228305
256x256,14950965,1796746930,673314220
2x2,170,515,140
4x4,275,6345,4585
8x8,785,54170,37865
16x16,4030,439655,274485
32x32,27525,3543775,1941285
64x64,205470,28310075,13715270
128x128,1615800,225424325,96163145
256x256,14602040,1797963540,673640530
2x2,150,520,135
4x4,240,6350,4585
8x8,800,53795,38185
16x16,4020,436105,272930
32x32,27240,3512310,1939190
64x64,203940,28271905,13711350
128x128,1601660,226906610,96175805
256x256,14779180,1797603310,673740140
2x2,155,520,140
4x4,300,6320,4600
8x8,795,53935,37540
16x16,4025,459060,273690
32x32,27115,3512545,1937060
64x64,203660,28361705,13701400
128x128,1608235,225328320,96076895
256x256,14746465,1797436110,674052305
2x2,150,525,140
4x4,240,6300,4605
8x8,795,54140,37360
16x16,4000,439450,274560
32x32,27015,3500715,1945655
64x64,204705,28270650,13688830
128x128,1602160,225489085,96205825
256x256,14784100,1797564800,673960910
2x2,175,525,135
4x4,305,6335,4585
8x8,805,53960,37960
16x16,4005,439110,273930
32x32,27285,3509185,1936545
64x64,205305,28327145,13753305
128x128,1608810,226050850,96082120
256x256,14596370,1797179245,673796985
2x2,155,510,140
4x4,245,6310,4795
8x8,790,53940,37640
16x16,4120,437570,274665
32x32,26945,3508760,1940085
64x64,203395,28341875,13701550
128x128,1606130,225500325,96166705
256x256,14851475,1797595995,673636425
2x2,155,515,145
4x4,295,6370,4615
8x8,805,54215,37955
16x16,4025,437125,274040
32x32,27255,3502280,1934220
64x64,203990,28346655,13678725
128x128,1609005,225880180,96095820
256x256,16167930,1798065435,674195135
2x2,170,510,140
4x4,290,6230,4560
8x8,790,53565,38170
16x16,4015,436515,273435
32x32,27125,3529365,1937360
64x64,204110,28364195,13652090
128x128,1611515,225627895,96033030
256x256,14821395,1797985145,673843890
2x2,170,515,165
4x4,305,6350,4730
8x8,800,53810,37530
16x16,4140,438910,274270
32x32,27065,3500670,1951110
64x64,204675,28331365,13654010
128x128,1611245,225852005,96065120
256x256,14853395,1797941015,673589510
2x2,155,515,155
4x4,265,6300,4615
8x8,800,54070,37925
16x16,4030,439480,273125
32x32,27405,3537435,1979705
64x64,205705,28334435,13636485
128x128,1601560,225587470,96055715
256x256,14798890,1797485715,673657935
2x2,170,520,160
4x4,225,6330,4595
8x8,795,54285,37650
16x16,4025,458290,273845
32x32,27060,3511595,1940540
64x64,286680,28343525,13644615
128x128,1614130,225693790,95936210
256x256,14779835,1796977040,674159045
2x2,180,530,140
4x4,270,6285,4585
8x8,790,53835,37870
16x16,4035,437380,272310
32x32,27040,3497575,1940995
64x64,205415,28388390,13666035
128x128,1601380,225483140,96118045
256x256,14879610,1798390600,673984460
2x2,160,505,155
4x4,305,6280,4585
8x8,795,53680,37325
16x16,4030,435590,273820
32x32,27185,3530925,1950760
64x64,205345,28355890,13674955
128x128,1606300,225633730,95967670
256x256,14779685,1797361680,674361740
2x2,150,515,140
4x4,290,6355,4565
8x8,795,53775,37760
16x16,3995,438100,273035
32x32,27230,3505970,1950505
64x64,205670,28357315,13662615
128x128,1604605,225809135,96166535
256x256,14812960,1798129950,673945025
2x2,155,510,140
4x4,240,6290,4730
8x8,915,54390,38060
16x16,4050,438295,271135
32x32,27265,3504760,1950185
64x64,205180,28302090,13684000
128x128,1605965,225845140,95960810
256x256,14600365,1798238040,673812610
2x2,155,510,145
4x4,305,6305,4610
8x8,800,53865,38000
16x16,4015,437665,273305
32x32,27315,3517040,1941805
64x64,205550,28366165,13681390
128x128,1604120,225632885,95904300
256x256,14890195,1796952495,675595600
2x2,155,515,145
4x4,290,6355,4585
8x8,795,54000,37655
16x16,4035,437570,273775
32x32,27480,3506500,1959500
64x64,221635,28379045,13648575
128x128,1608700,225579110,96134970
256x256,14688450,1797842570,675094010
2x2,145,510,140
4x4,235,6340,4595
8x8,795,53770,37560
16x16,4010,438450,272645
32x32,27035,3527295,1938165
64x64,204895,28184510,13634630
128x128,1605625,225498380,96068945
256x256,14992520,1797834720,673812810
2x2,170,510,140
4x4,300,6375,4615
8x8,790,54045,37670
16x16,4010,438715,274500
32x32,27455,3512110,1933700
64x64,203435,28378960,13688595
128x128,1607105,225610595,96137085
256x256,14680210,1798411985,673685700
2x2,170,510,145
4x4,305,6460,4605
8x8,800,54900,37690
16x16,4120,436680,273470
32x32,26975,3501995,1972200
64x64,205015,28301235,13649160
128x128,1622475,225712095,96161420
256x256,14880615,1802146250,674125230
2x2,155,520,140
4x4,255,6345,4585
8x8,795,54140,37605
16x16,4015,438455,274410
32x32,27310,3500585,1934520
64x64,204205,28238015,13664845
128x128,1607120,225584730,96110430
256x256,14722135,1798205970,673733600
2x2,170,525,145
4x4,305,6370,4635
8x8,800,53905,38035
16x16,4020,439420,273205
32x32,27460,3511075,1939930
64x64,203655,28370195,13689865
128x128,1607350,225627880,95973770
256x256,14807630,1797492535,674263050
2x2,160,515,165
4x4,280,6640,4630
8x8,795,54335,37790
16x16,4020,438085,274590
32x32,27650,3478490,1951990
64x64,204415,28354995,13700195
128x128,1607735,225598890,96064345
256x256,14592415,1798208475,674310605
2x2,165,515,140
4x4,305,6320,4580
8x8,800,54680,37835
16x16,4015,437040,274045
32x32,27145,3509480,1983875
64x64,203870,28440970,13652890
128x128,1603360,226008260,96108135
256x256,14811425,1798142790,673987955
2x2,150,510,140
4x4,305,6255,4560
8x8,795,53875,37525
16x16,4015,438250,274140
32x32,27170,3512440,1937640
64x64,204845,28360720,13686280
128x128,1606615,225502575,96005640
256x256,14690925,1797829680,674673255
2x2,160,515,150
4x4,300,6225,4585
8x8,800,53515,37980
16x16,4025,434655,294270
32x32,30640,3513675,1935520
64x64,204085,28368255,13734155
128x128,1603140,225504215,96031690
256x256,14822015,1798620210,674279055
2x2,155,510,140
4x4,300,6360,4590
8x8,790,54065,38115
16x16,4015,439660,273130
32x32,27380,3507485,1973120
64x64,204115,28359175,13643505
128x128,1607735,225712580,95883610
256x256,14799190,1797701615,674080165
2x2,175,520,135
4x4,300,6240,4595
8x8,790,53405,37890
16x16,4010,434695,274020
32x32,27125,3532325,1952515
64x64,205880,28373030,13687685
128x128,1612005,225572660,96042050
256x256,14791235,1798185965,674209530
2x2,200,710,210
4x4,285,6300,4575
8x8,785,53885,37660
16x16,4005,436485,275420
32x32,27095,3521450,1959230
64x64,204755,28287005,13701565
128x128,1615970,225798075,96206500
256x256,14609525,1797510285,673760015
2x2,175,520,135
4x4,290,6340,4770
8x8,790,54485,37940
16x16,4030,440480,278140
32x32,27120,3526590,1976595
64x64,206465,28305675,13631170
128x128,1627055,225749220,96171485
256x256,14833910,1798000310,674085400
2x2,160,530,140
4x4,285,6335,4595
8x8,795,54075,37600
16x16,4025,443475,277700
32x32,27545,3526075,1967230
64x64,206325,28230805,13685945
128x128,1607360,225555870,96022100
256x256,14603265,1798702490,674238330
2x2,175,515,145
4x4,210,6525,4605
8x8,805,54115,38695
16x16,4355,439385,276065
32x32,27185,3553175,1957915
64x64,206390,28267720,13694860
128x128,1604660,225741685,95903980
256x256,17709465,1798633025,675277090
2x2,155,520,140
4x4,300,6350,4635
8x8,800,54460,38135
16x16,4050,441800,277540
32x32,27960,3565320,1948830
64x64,204705,28227440,13656035
128x128,1624680,225961455,96019210
256x256,14848240,1799381485,674490965
2x2,165,530,140
4x4,280,6345,4640
8x8,805,54355,38495
16x16,4045,440950,274480
32x32,27320,3547875,1942190
64x64,204705,28318455,13678170
128x128,1610760,225862790,96050880
256x256,14863735,1798238915,674753310
2x2,170,520,155
4x4,305,6420,4600
8x8,785,54025,37660
16x16,4040,442250,275490
32x32,27265,3550835,1950320
64x64,205995,28170490,13686245
128x128,1611970,226024330,96011505
256x256,14629645,1798846915,674768150
2x2,165,530,150
4x4,305,6365,4625
8x8,805,54230,37885
16x16,4010,441360,279090
32x32,26995,3564280,1956390
64x64,204315,28109435,13677975
128x128,1605075,225727220,95928255
256x256,14781965,1798386470,674708435
2x2,180,530,135
4x4,205,6365,4635
8x8,790,55120,37845
16x16,4015,440660,276805
32x32,27450,3558305,1941115
64x64,203690,28182715,13675290
128x128,1609125,225834930,95959680
256x256,14731655,1798763555,674810350
2x2,165,515,140
4x4,275,6310,4620
8x8,805,54045,38290
16x16,4040,439130,274695
32x32,27425,3527105,1967385
64x64,205530,28193590,13635625
128x128,1604300,225814230,95974865
256x256,14796025,1798384640,676033060
2x2,150,505,140
4x4,300,6260,4595
8x8,800,54075,37610
16x16,3995,440110,276725
32x32,27355,3546560,1937345
64x64,204535,28221835,13658455
128x128,1641715,227215475,96076555
256x256,14692395,1798346015,675145490
2x2,160,515,130
4x4,245,6370,4625
8x8,790,53960,38180
16x16,4015,436480,273920
32x32,27195,3494100,1954460
64x64,203320,28218210,13656415
128x128,1601270,225722955,95975565
256x256,14835470,1799712630,674801805
2x2,145,520,140
4x4,255,6355,4590
8x8,795,53860,38110
16x16,4015,436965,274170
32x32,27520,3644425,1937590
64x64,203835,28139225,13673020
128x128,1623565,225735695,96044725
256x256,14787885,1798677640,678729285
2x2,165,515,135
4x4,250,6350,4595
8x8,805,53765,38265
16x16,4020,437780,273245
32x32,27105,3508965,1943370
64x64,205110,28224565,13666900
128x128,1620370,225807300,96032990
256x256,14801900,1798898535,674318145
2x2,160,520,135
4x4,220,6325,4750
8x8,960,54080,37585
16x16,4020,442755,273205
32x32,27380,3521575,1966210
64x64,203730,28163925,13663715
128x128,1606280,225838825,95902455
256x256,15038115,1799397835,674213465
2x2,160,510,135
4x4,245,6340,4635
8x8,800,54065,38205
16x16,4255,440230,274865
32x32,27460,3528960,1960045
64x64,204430,28108435,13695170
128x128,1603730,225884470,96019040
256x256,14914065,1798275315,674441890
2x2,155,515,140
4x4,305,6340,4600
8x8,800,53585,37380
16x16,4005,458865,275175
32x32,27030,3513340,1940105
64x64,203845,28441800,13689165
128x128,1610855,225820995,96073580
256x256,14764935,1798466810,674707015
2x2,145,515,135
4x4,295,6345,4920
8x8,785,54460,37735
16x16,4400,440780,276570
32x32,26945,3538125,1947110
64x64,204350,28195005,13682860
128x128,1601995,225651085,95981900
256x256,14854245,1800256945,675041560
2x2,150,520,140
4x4,270,6360,4610
8x8,785,54155,38935
16x16,4005,438665,274550
32x32,27630,3518820,1946820
64x64,204225,28215870,13646535
128x128,1605250,226700360,95978245
256x256,14738885,1799022230,674641910
2x2,155,515,145
4x4,300,6320,4610
8x8,780,54430,40855
16x16,4045,454345,274525
32x32,26995,3516555,1935860
64x64,203690,28166965,13649110
128x128,1603670,225775035,96082595
256x256,14944990,1800813700,674500125
2x2,160,515,135
4x4,280,6310,4635
8x8,795,54535,40290
16x16,4020,441275,276300
32x32,27035,3519500,1940770
64x64,203530,28246175,13670450
128x128,1606785,225939975,96015190
256x256,14749640,1800636625,674165490
2x2,170,510,145
4x4,290,6260,4595
8x8,800,54030,37895
16x16,4010,452765,274580
32x32,27210,3525820,1943485
64x64,203890,28204930,13658065
128x128,1601820,226098335,96037800
256x256,14844765,1798280525,674122680
2x2,160,530,145
4x4,245,6475,4685
8x8,790,54040,38515
16x16,4030,437185,296010
32x32,27005,3508145,1943425
64x64,203385,28188505,13681075
128x128,1614775,226036235,96115055
256x256,14691285,1798576025,674371185
2x2,170,515,150
4x4,260,6565,4595
8x8,795,54340,38270
16x16,4110,435565,273990
32x32,26990,3499540,1962725
64x64,204135,28161880,13661915
128x128,1600875,225741520,95928870
256x256,14976145,1799461720,674612235
2x2,160,515,140
4x4,250,6360,4600
8x8,805,54220,38180
16x16,4055,437695,273015
32x32,27625,3506410,1993970
64x64,204535,28153630,13681905
128x128,1611085,226137835,96115785
256x256,14875905,1798577325,674668390
2x2,165,520,145
4x4,280,6260,4590
8x8,785,53750,37815
16x16,4015,438235,274275
32x32,27315,3537150,1937565
64x64,204180,28132090,13672560
128x128,1617735,225982680,96178470
256x256,14781905,1800098760,674061935
2x2,165,520,160
4x4,290,6320,4600
8x8,800,54130,37735
16x16,4010,437815,273865
32x32,27340,3503330,1955535
64x64,203625,28257005,13665585
128x128,1606750,225790700,96043135
256x256,14618430,1799023855,675640885
2x2,170,525,155
4x4,305,6290,4610
8x8,795,53715,37525
16x16,3990,437970,274090
32x32,27150,3544670,1946335
64x64,205665,28172305,13670265
128x128,1625915,225974875,96004420
256x256,14789585,1798816425,675100555
2x2,165,510,140
4x4,245,6235,4570
8x8,790,53415,37385
16x16,4005,434850,272935
32x32,27205,3524335,1933810
64x64,204000,28063250,13737120
128x128,1606290,225733305,96025100
256x256,14786230,1797891315,674720805
2x2,170,515,155
4x4,305,6300,4610
8x8,795,53925,38130
16x16,4010,437160,274300
32x32,27070,3520880,1939555
64x64,203450,28245895,13686770
128x128,1617435,225944720,95915930
256x256,14794400,1798421490,674914135
2x2,165,535,150
4x4,285,6280,4580
8x8,790,54155,37505
16x16,4050,437810,274400
32x32,27040,3510375,1938815
64x64,203580,28216995,13704410
128x128,1606585,225944805,96114335
256x256,14669965,1798850840,675237700
2x2,160,515,140
4x4,240,6435,4610
8x8,790,54075,37925
16x16,4270,436990,274690
32x32,26960,3532670,1974790
64x64,203665,28175900,13692235
128x128,1611720,226145680,96417290
256x256,14775375,1800818645,674896410
2x2,150,510,145
4x4,305,6395,4575
8x8,795,53590,37610
16x16,4035,438025,272945
32x32,27250,3514945,1968240
64x64,203630,28141715,13661410
128x128,1606510,226275415,95923635
256x256,14430835,1800503515,675506370
2x2,170,525,150
4x4,305,6330,4595
8x8,795,54030,37760
16x16,4040,438520,273820
32x32,27220,3508520,1949760
64x64,205255,28188775,13683675
128x128,1605475,226191125,96000855
256x256,14857640,1798978745,675016585
2x2,165,515,140
4x4,245,6335,4600
8x8,805,54150,37880
16x16,4010,438975,275190
32x32,27760,3491825,1938390
64x64,203735,28191835,13742885
128x128,1606800,225822255,96086430
256x256,14710220,1797216645,673960130
2x2,165,515,135
4x4,240,6365,4630
8x8,795,53770,37875
16x16,4015,439105,274250
32x32,27110,3506805,1958065
64x64,204390,28154980,13657510
128x128,1606695,225863180,96111360
256x256,14530050,1799196120,674237335
2x2,155,505,135
4x4,305,6270,4590
8x8,795,53935,37735
16x16,4015,438550,273755
32x32,27500,3499960,1935965
64x64,204250,28195260,13644230
128x128,1607740,225605135,96163380
256x256,14333630,1797638915,674181645
2x2,165,520,140
4x4,215,6315,4575
8x8,795,54420,37740
16x16,4015,438500,274935
32x32,27195,3533765,1947850
64x64,203845,28166765,13695465
128x128,1607810,225728250,95934640
256x256,14260650,1797455880,674414900
2x2,155,520,140
4x4,300,6295,4590
8x8,865,53840,37675
16x16,4035,438010,273635
32x32,27185,3507265,1947615
64x64,204385,28194240,13745190
128x128,1608385,225708715,96091175
256x256,14045155,1797358420,673811690
2x2,170,525,140
4x4,305,6505,4635
8x8,800,53860,37640
16x16,4035,435160,274890
32x32,27020,3492090,1935845
64x64,203890,28049760,13702025
128x128,1604110,225725195,96009815
256x256,16495885,1796678980,674202030
